,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_5-17-2017
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 5/25/2017 14:12:16
,     Stop Time: ~6/4/2017 14:12:16


Interface/Port, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Total Counts,52757.30,64900.14,77118.42,0.03,61155.66,34544.07,63946.34,70345.63,27.68,53272.53,11782.00,30563.92,70840.07,88518.59,0.00,


 23:35:34
Interval Count,68.39,57.09,31.84,0.00,67.80,0.00,71.25,76.83,0.00,0.00,9.00,0.00,81.45,0.00,0.00,
Average m/min.,27.34,22.81,12.73,0.00,27.09,0.00,28.48,30.72,0.00,0.00,3.60,0.00,32.57,0.00,0.00,
Distance,21130.28,25982.89,30860.11,0.01,24489.38,13817.63,25607.04,28168.98,11.07,21309.01,4716.40,12225.57,28368.61,35407.44,0.00,
Total Counts,52825.70,64957.24,77150.26,0.03,61223.46,34544.07,64017.59,70422.46,27.68,53272.53,11791.00,30563.92,70921.51,88518.59,0.00,


 23:36:34
Interval Count,71.45,65.67,30.05,0.00,66.47,0.00,58.96,71.00,0.00,0.00,4.70,0.00,78.78,0.00,0.00,
Average m/min.,28.59,26.28,12.03,0.00,26.62,0.00,23.60,28.43,0.00,0.00,1.88,0.00,31.52,0.00,0.00,
Distance,21158.86,26009.16,30872.13,0.01,24515.97,13817.63,25630.62,28197.38,11.07,21309.01,4718.28,12225.57,28400.12,35407.44,0.00,
Total Counts,52897.14,65022.91,77180.32,0.03,61289.93,34544.07,64076.55,70493.46,27.68,53272.53,11795.70,30563.92,71000.29,88518.59,0.00,


 23:37:34
Interval Count,35.45,67.03,67.24,0.00,36.33,0.00,66.82,79.83,0.00,0.00,0.00,0.00,81.57,0.00,0.00,
Average m/min.,14.18,26.80,26.87,0.00,14.52,0.00,26.69,31.90,0.00,0.00,0.00,0.00,32.61,0.00,0.00,
Distance,21173.04,26035.97,30899.02,0.01,24530.51,13817.63,25657.35,28229.32,11.07,21309.01,4718.28,12225.57,28432.74,35407.44,0.00,
Total Counts,52932.59,65089.93,77247.55,0.03,61326.26,34544.07,64143.37,70573.29,27.68,53272.53,11795.70,30563.92,71081.86,88518.59,0.00,


 23:38:34
Interval Count,58.21,51.43,53.64,0.00,74.51,0.00,61.05,59.79,0.00,0.00,0.00,0.00,54.97,0.00,0.00,
Average m/min.,23.27,20.57,21.45,0.00,29.81,0.00,24.43,23.92,0.00,0.00,0.00,0.00,21.99,0.00,0.00,
Distance,21196.32,26056.55,30920.48,0.01,24560.31,13817.63,25681.77,28253.23,11.07,21309.01,4718.28,12225.57,28454.73,35407.44,0.00,
Total Counts,52990.80,65141.37,77301.20,0.03,61400.78,34544.07,64204.42,70633.08,27.68,53272.53,11795.70,30563.92,71136.83,88518.59,0.00,


 23:39:34
Interval Count,55.87,68.22,65.42,0.00,69.87,0.00,75.32,36.09,0.00,0.00,0.00,0.00,64.16,21.29,0.00,
Average m/min.,22.35,27.30,26.18,0.00,27.96,0.00,30.11,14.43,0.00,0.00,0.00,0.00,25.65,8.51,0.00,
Distance,21218.67,26083.84,30946.65,0.01,24588.26,13817.63,25711.89,28267.67,11.07,21309.01,4718.28,12225.57,28480.39,35415.95,0.00,
Total Counts,53046.67,65209.59,77366.62,0.03,61470.64,34544.07,64279.74,70669.17,27.68,53272.53,11795.70,30563.92,71200.99,88539.88,0.00,


 23:40:34
Interval Count,49.22,68.83,72.29,0.00,61.04,0.00,49.88,68.34,0.00,0.00,1.14,0.00,61.13,61.09,0.00,
Average m/min.,19.68,27.51,28.88,0.00,24.37,0.00,19.94,27.32,0.00,0.00,0.46,0.00,24.45,24.43,0.00,
Distance,21238.36,26111.37,30975.56,0.01,24612.67,13817.63,25731.85,28295.01,11.07,21309.01,4718.74,12225.57,28504.85,35440.39,0.00,
Total Counts,53095.89,65278.42,77438.91,0.03,61531.68,34544.07,64329.62,70737.51,27.68,53272.53,11796.84,30563.92,71262.12,88600.97,0.00,


 23:41:34
Interval Count,0.00,33.38,69.62,0.00,75.54,0.00,27.36,0.00,0.00,0.00,4.95,0.38,54.55,76.36,0.00,
Average m/min.,0.00,13.36,27.87,0.00,30.26,0.00,10.95,0.00,0.00,0.00,1.98,0.15,21.82,30.55,0.00,
Distance,21238.36,26124.72,31003.41,0.01,24642.89,13817.63,25742.79,28295.01,11.07,21309.01,4720.72,12225.72,28526.67,35470.93,0.00,
Total Counts,53095.89,65311.80,77508.53,0.03,61607.22,34544.07,64356.97,70737.51,27.68,53272.53,11801.79,30564.30,71316.67,88677.33,0.00,


 23:42:34
Interval Count,55.37,65.21,70.64,0.00,80.42,0.00,0.00,18.99,0.00,0.00,8.36,1.05,69.05,78.45,0.00,
Average m/min.,22.14,26.08,28.25,0.00,32.14,0.00,0.00,7.58,0.00,0.00,3.34,0.42,27.61,31.37,0.00,
Distance,21260.51,26150.81,31031.67,0.01,24675.06,13817.63,25742.79,28302.60,11.07,21309.01,4724.06,12226.14,28554.29,35502.31,0.00,
Total Counts,53151.26,65377.01,77579.17,0.03,61687.64,34544.07,64356.97,70756.50,27.68,53272.53,11810.14,30565.36,71385.72,88755.78,0.00,


 23:43:34
Interval Count,66.78,53.20,51.01,0.00,73.79,0.00,0.00,70.08,0.00,0.00,9.12,5.50,21.80,73.82,0.00,
Average m/min.,26.70,21.26,20.39,0.00,29.51,0.00,0.00,28.05,0.00,0.00,3.65,2.20,8.72,29.52,0.00,
Distance,21287.22,26172.08,31052.07,0.01,24704.57,13817.63,25742.79,28330.63,11.07,21309.01,4727.71,12228.34,28563.01,35531.84,0.00,
Total Counts,53218.04,65430.21,77630.18,0.03,61761.43,34544.07,64356.97,70826.58,27.68,53272.53,11819.26,30570.86,71407.53,88829.59,0.00,


 23:44:34
Interval Count,63.49,60.55,0.12,0.00,28.82,0.00,0.00,65.59,0.00,0.00,8.29,4.96,64.43,0.00,0.00,
Average m/min.,25.39,24.24,0.05,0.00,11.53,0.00,0.00,26.23,0.00,0.00,3.31,1.99,25.77,0.00,0.00,
Distance,21312.61,26196.31,31052.12,0.01,24716.10,13817.63,25742.79,28356.87,11.07,21309.01,4731.02,12230.33,28588.78,35531.84,0.00,
Total Counts,53281.53,65490.76,77630.30,0.03,61790.25,34544.07,64356.97,70892.17,27.68,53272.53,11827.55,30575.82,71471.96,88829.59,0.00,


 23:45:34
Interval Count,67.47,22.95,0.00,0.00,0.00,0.00,48.72,72.51,0.00,0.00,0.00,12.49,33.51,0.00,0.00,
Average m/min.,26.97,9.16,0.00,0.00,0.00,0.00,19.47,28.98,0.00,0.00,0.00,4.99,13.41,0.00,0.00,
Distance,21339.60,26205.48,31052.12,0.01,24716.10,13817.63,25762.28,28385.87,11.07,21309.01,4731.02,12235.32,28602.19,35531.84,0.00,
Total Counts,53349.00,65513.71,77630.30,0.03,61790.25,34544.07,64405.70,70964.68,27.68,53272.53,11827.55,30588.30,71505.47,88829.59,0.00,


 23:46:34
Interval Count,7.20,0.00,0.43,0.00,0.00,0.00,73.37,62.66,0.00,0.00,0.00,0.00,69.04,0.00,0.00,
Average m/min.,2.88,0.00,0.17,0.00,0.00,0.00,29.36,25.08,0.00,0.00,0.00,0.00,27.61,0.00,0.00,
Distance,21342.48,26205.48,31052.29,0.01,24716.10,13817.63,25791.63,28410.94,11.07,21309.01,4731.02,12235.32,28629.81,35531.84,0.00,
Total Counts,53356.20,65513.71,77630.74,0.03,61790.25,34544.07,64479.07,71027.34,27.68,53272.53,11827.55,30588.30,71574.51,88829.59,0.00,


 23:47:34
Interval Count,68.36,0.00,56.74,0.00,0.03,0.00,60.03,41.26,0.00,0.00,0.00,0.00,49.67,57.43,0.00,
Average m/min.,27.33,0.00,22.68,0.00,0.01,0.00,23.98,16.48,0.00,0.00,0.00,0.00,19.85,22.96,0.00,
Distance,21369.82,26205.48,31074.99,0.01,24716.11,13817.63,25815.64,28427.44,11.07,21309.01,4731.02,12235.32,28649.67,35554.81,0.00,
Total Counts,53424.55,65513.71,77687.47,0.03,61790.28,34544.07,64539.09,71068.61,27.68,53272.53,11827.55,30588.30,71624.18,88887.03,0.00,


 23:48:34
Interval Count,63.39,0.17,66.99,0.00,45.42,0.00,70.70,0.00,0.00,0.00,3.26,0.00,68.76,82.18,0.00,
Average m/min.,25.35,0.07,26.80,0.00,18.18,0.00,28.31,0.00,0.00,0.00,1.31,0.00,27.52,32.87,0.00,
Distance,21395.18,26205.55,31101.78,0.01,24734.28,13817.63,25843.92,28427.44,11.07,21309.01,4732.33,12235.32,28677.18,35587.68,0.00,
Total Counts,53487.95,65513.88,77754.46,0.03,61835.70,34544.07,64609.79,71068.61,27.68,53272.53,11830.82,30588.30,71692.95,88969.21,0.00,


 23:49:34
Interval Count,64.29,47.49,68.83,0.00,85.21,0.00,75.12,0.00,0.00,0.00,10.00,0.00,54.34,83.66,0.00,
Average m/min.,25.71,19.00,27.53,0.00,34.05,0.00,30.00,0.00,0.00,0.00,4.00,0.00,21.73,33.46,0.00,
Distance,21420.89,26224.55,31129.32,0.01,24768.36,13817.63,25873.96,28427.44,11.07,21309.01,4736.33,12235.32,28698.92,35621.15,0.00,
Total Counts,53552.24,65561.37,77823.29,0.03,61920.91,34544.07,64684.91,71068.61,27.68,53272.53,11840.82,30588.30,71747.29,89052.87,0.00,


 23:50:34
Interval Count,72.01,59.64,70.53,0.00,80.20,0.00,67.99,0.00,0.00,0.00,9.87,0.00,77.47,76.42,0.00,
Average m/min.,28.79,23.84,28.19,0.00,32.07,0.00,27.21,0.00,0.00,0.00,3.94,0.00,30.98,30.55,0.00,
Distance,21449.70,26248.41,31157.53,0.01,24800.44,13817.63,25901.16,28427.44,11.07,21309.01,4740.27,12235.32,28729.91,35651.72,0.00,
Total Counts,53624.25,65621.01,77893.82,0.03,62001.11,34544.07,64752.89,71068.61,27.68,53272.53,11850.68,30588.30,71824.76,89129.29,0.00,


 23:51:34
Interval Count,23.80,62.83,48.53,0.00,69.05,0.00,74.74,25.97,0.00,0.00,9.87,0.79,52.91,34.75,0.00,
Average m/min.,9.52,25.14,19.42,0.00,27.64,0.00,29.91,10.40,0.00,0.00,3.95,0.32,21.16,13.90,0.00,
Distance,21459.22,26273.54,31176.94,0.01,24828.06,13817.63,25931.05,28437.83,11.07,21309.01,4744.22,12235.64,28751.07,35665.62,0.00,
Total Counts,53648.05,65683.84,77942.34,0.03,62070.16,34544.07,64827.63,71094.58,27.68,53272.53,11860.55,30589.09,71877.67,89164.04,0.00,


 23:52:34
Interval Count,0.00,63.76,54.05,0.00,68.99,0.00,28.39,68.11,0.00,0.00,9.88,0.00,70.53,89.11,0.00,
Average m/min.,0.00,25.48,21.60,0.00,27.56,0.00,11.34,27.21,0.00,0.00,3.95,0.00,28.21,35.63,0.00,
Distance,21459.22,26299.04,31198.56,0.01,24855.66,13817.63,25942.41,28465.07,11.07,21309.01,4748.17,12235.64,28779.28,35701.26,0.00,
Total Counts,53648.05,65747.61,77996.39,0.03,62139.14,34544.07,64856.03,71162.68,27.68,53272.53,11870.43,30589.09,71948.20,89253.14,0.00,


 23:53:34
Interval Count,0.00,61.95,0.08,0.00,51.71,0.04,54.16,66.04,0.00,0.00,7.33,0.00,65.96,93.36,0.00,
Average m/min.,0.00,24.79,0.03,0.00,20.70,0.01,21.68,26.45,0.00,0.00,2.94,0.00,26.37,37.34,0.00,
Distance,21459.22,26323.82,31198.59,0.01,24876.34,13817.64,25964.07,28491.49,11.07,21309.01,4751.11,12235.64,28805.66,35738.60,0.00,
Total Counts,53648.05,65809.55,77996.47,0.03,62190.86,34544.11,64910.18,71228.72,27.68,53272.53,11877.76,30589.09,72014.16,89346.50,0.00,


 23:54:34
Interval Count,0.00,52.51,0.00,0.00,31.97,0.00,59.93,63.07,0.00,0.00,9.45,0.00,28.30,69.92,0.00,
Average m/min.,0.00,21.00,0.00,0.00,12.77,0.00,23.94,25.19,0.00,0.00,3.77,0.00,11.32,27.96,0.00,
Distance,21459.22,26344.83,31198.59,0.01,24889.13,13817.64,25988.05,28516.72,11.07,21309.01,4754.88,12235.64,28816.98,35766.57,0.00,
Total Counts,53648.05,65862.07,77996.47,0.03,62222.83,34544.11,64970.12,71291.79,27.68,53272.53,11887.21,30589.09,72042.46,89416.42,0.00,


 23:55:34
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,76.49,60.80,0.00,1.53,7.95,0.00,73.80,96.66,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,30.63,24.35,0.00,0.61,3.18,0.00,29.54,38.66,0.00,
Distance,21459.22,26344.83,31198.59,0.01,24889.13,13817.64,26018.64,28541.04,11.07,21309.62,4758.06,12235.64,28846.51,35805.23,0.00,
Total Counts,53648.05,65862.07,77996.47,0.03,62222.83,34544.11,65046.61,71352.59,27.68,53274.05,11895.16,30589.09,72116.26,89513.08,0.00,


 23:56:34
Interval Count,55.57,0.00,0.16,0.00,24.78,0.00,76.78,65.78,0.00,5.74,8.11,1.25,77.61,85.01,0.00,
Average m/min.,22.22,0.00,0.06,0.00,9.90,0.00,30.68,26.27,0.00,2.30,3.25,0.50,31.02,34.00,0.00,
Distance,21481.45,26344.83,31198.65,0.01,24899.04,13817.64,26049.35,28567.35,11.07,21311.92,4761.31,12236.14,28877.55,35839.24,0.00,
Total Counts,53703.62,65862.07,77996.63,0.03,62247.61,34544.11,65123.38,71418.37,27.68,53279.79,11903.26,30590.34,72193.87,89598.09,0.00,


 23:57:34
Interval Count,63.66,0.00,54.30,0.00,78.86,0.00,41.30,75.74,0.00,1.67,8.26,0.00,6.91,57.14,0.00,
Average m/min.,25.44,0.00,21.69,0.00,31.51,0.00,16.51,30.28,0.00,0.66,3.30,0.00,2.76,22.83,0.00,
Distance,21506.91,26344.83,31220.37,0.01,24930.58,13817.64,26065.87,28597.64,11.07,21312.58,4764.61,12236.14,28880.31,35862.09,0.00,
Total Counts,53767.28,65862.07,78050.93,0.03,62326.46,34544.11,65164.68,71494.11,27.68,53281.46,11911.53,30590.34,72200.78,89655.24,0.00,


 23:58:34
Interval Count,76.07,0.00,69.16,0.00,53.29,0.00,0.00,75.38,0.00,3.24,6.74,0.00,0.00,0.00,0.00,
Average m/min.,30.44,0.00,27.69,0.00,21.34,0.00,0.00,30.17,0.00,1.30,2.70,0.00,0.00,0.00,0.00,
Distance,21537.34,26344.83,31248.04,0.01,24951.90,13817.64,26065.87,28627.79,11.07,21313.88,4767.31,12236.14,28880.31,35862.09,0.00,
Total Counts,53843.34,65862.07,78120.09,0.03,62379.75,34544.11,65164.68,71569.49,27.68,53284.70,11918.26,30590.34,72200.78,89655.24,0.00,


 23:59:34
Interval Count,70.17,0.20,60.74,0.00,79.42,0.00,0.00,72.50,0.00,0.00,3.39,0.00,0.00,66.76,0.00,
Average m/min.,28.05,0.08,24.26,0.00,31.73,0.00,0.00,28.97,0.00,0.00,1.35,0.00,0.00,26.70,0.00,
Distance,21565.41,26344.91,31272.33,0.01,24983.67,13817.64,26065.87,28656.79,11.07,21313.88,4768.66,12236.14,28880.31,35888.80,0.00,
Total Counts,53913.51,65862.26,78180.83,0.03,62459.17,34544.11,65164.68,71641.99,27.68,53284.70,11921.66,30590.34,72200.78,89722.00,0.00,


 05/28/2017 00:00:34
Interval Count,69.61,4.80,32.96,0.00,55.67,0.00,17.91,55.05,0.00,0.00,8.66,0.00,0.00,96.03,0.00,
Average m/min.,27.85,1.92,13.20,0.00,22.29,0.00,7.18,22.05,0.00,0.00,3.47,0.00,0.00,38.41,0.00,
Distance,21593.25,26346.83,31285.52,0.01,25005.94,13817.64,26073.04,28678.82,11.07,21313.88,4772.13,12236.14,28880.31,35927.21,0.00,
Total Counts,53983.12,65867.07,78213.79,0.03,62514.84,34544.11,65182.59,71697.04,27.68,53284.70,11930.32,30590.34,72200.78,89818.03,0.00,


 00:01:34
Interval Count,74.24,8.91,66.32,0.00,72.95,0.00,63.43,74.12,0.00,0.00,6.82,0.00,0.00,93.79,0.00,
Average m/min.,29.67,3.56,26.49,0.00,29.13,0.00,25.33,29.60,0.00,0.00,2.72,0.00,0.00,37.50,0.00,
Distance,21622.94,26350.39,31312.04,0.01,25035.12,13817.64,26098.41,28708.46,11.07,21313.88,4774.85,12236.14,28880.31,35964.73,0.00,
Total Counts,54057.36,65875.97,78280.11,0.03,62587.79,34544.11,65246.03,71771.16,27.68,53284.70,11937.13,30590.34,72200.78,89911.82,0.00,


 00:02:34
Interval Count,73.58,9.26,59.99,0.00,71.07,0.00,75.43,74.24,0.00,0.00,8.86,0.00,0.00,95.74,0.00,
Average m/min.,29.44,3.70,24.02,0.00,28.46,0.00,30.21,29.74,0.00,0.00,3.54,0.00,0.00,38.30,0.00,
Distance,21652.37,26354.09,31336.04,0.01,25063.54,13817.64,26128.58,28738.16,11.07,21313.88,4778.39,12236.14,28880.31,36003.02,0.00,
Total Counts,54130.93,65885.24,78340.09,0.03,62658.86,34544.11,65321.46,71845.39,27.68,53284.70,11945.99,30590.34,72200.78,90007.55,0.00,


 00:03:34
Interval Count,65.16,31.18,65.39,0.00,76.24,0.00,54.58,36.45,0.00,0.00,9.12,0.00,0.00,89.50,0.00,
Average m/min.,26.06,12.47,26.13,0.00,30.46,0.00,21.81,14.56,0.00,0.00,3.65,0.00,0.00,35.80,0.00,
Distance,21678.44,26366.57,31362.19,0.01,25094.04,13817.64,26150.42,28752.74,11.07,21313.88,4782.04,12236.14,28880.31,36038.82,0.00,
Total Counts,54196.09,65916.42,78405.49,0.03,62735.09,34544.11,65376.04,71881.84,27.68,53284.70,11955.11,30590.34,72200.78,90097.05,0.00,


 00:04:34
Interval Count,38.24,5.54,69.49,0.00,71.62,0.04,18.97,0.00,0.00,0.00,8.61,0.00,32.71,82.66,0.00,
Average m/min.,15.29,2.21,27.80,0.00,28.65,0.02,7.59,0.00,0.00,0.00,3.44,0.00,13.08,33.04,0.00,
Distance,21693.73,26368.78,31389.99,0.01,25122.68,13817.66,26158.01,28752.74,11.07,21313.88,4785.48,12236.14,28893.39,36071.88,0.00,
Total Counts,54234.33,65921.96,78474.97,0.03,62806.71,34544.14,65395.01,71881.84,27.68,53284.70,11963.71,30590.34,72233.49,90179.71,0.00,


 00:05:34
Interval Count,35.74,0.00,65.61,0.00,53.97,0.00,62.03,8.17,0.00,17.33,7.01,0.00,72.61,23.91,0.00,
Average m/min.,14.30,0.00,26.25,0.00,21.58,0.00,24.79,3.27,0.00,6.92,2.81,0.00,29.04,9.57,0.00,
Distance,21708.03,26368.78,31416.23,0.01,25144.27,13817.66,26182.82,28756.01,11.07,21320.81,4788.29,12236.14,28922.44,36081.45,0.00,
Total Counts,54270.07,65921.96,78540.58,0.03,62860.68,34544.14,65457.04,71890.01,27.68,53302.03,11970.72,30590.34,72306.09,90203.62,0.00,


 00:06:34
Interval Count,70.93,0.00,69.33,0.00,0.30,0.00,65.79,24.37,0.00,17.57,5.14,0.00,37.47,0.00,0.00,
Average m/min.,28.36,0.00,27.71,0.00,0.12,0.00,26.32,9.75,0.00,7.04,2.06,0.00,14.99,0.00,0.00,
Distance,21736.40,26368.78,31443.96,0.01,25144.39,13817.66,26209.13,28765.75,11.07,21327.84,4790.35,12236.14,28937.43,36081.45,0.00,
Total Counts,54341.00,65921.96,78609.91,0.03,62860.99,34544.14,65522.83,71914.38,27.68,53319.59,11975.87,30590.34,72343.57,90203.62,0.00,


 00:07:34
Interval Count,44.45,0.00,26.66,0.00,72.18,0.00,63.83,73.83,0.00,34.18,0.28,0.00,67.24,0.00,0.00,
Average m/min.,17.78,0.00,10.67,0.00,28.89,0.00,25.53,29.52,0.00,13.66,0.11,0.00,26.89,0.00,0.00,
Distance,21754.18,26368.78,31454.63,0.01,25173.27,13817.66,26234.66,28795.28,11.07,21341.51,4790.46,12236.14,28964.32,36081.45,0.00,
Total Counts,54385.45,65921.96,78636.57,0.03,62933.17,34544.14,65586.66,71988.21,27.68,53353.78,11976.14,30590.34,72410.80,90203.62,0.00,


 00:08:35
Interval Count,59.13,0.00,67.17,0.00,74.43,0.00,0.00,32.74,0.00,0.00,5.17,0.00,46.30,41.78,0.00,
Average m/min.,23.64,0.00,26.83,0.00,29.72,0.00,0.00,13.09,0.00,0.00,2.07,0.00,18.51,16.70,0.00,
Distance,21777.83,26368.78,31481.49,0.01,25203.04,13817.66,26234.66,28808.38,11.07,21341.51,4792.53,12236.14,28982.84,36098.16,0.00,
Total Counts,54444.58,65921.96,78703.74,0.03,63007.61,34544.14,65586.66,72020.95,27.68,53353.78,11981.32,30590.34,72457.11,90245.39,0.00,


 00:09:35
Interval Count,54.47,0.00,71.49,0.00,71.61,0.00,0.00,0.00,0.00,18.99,8.76,0.00,57.18,87.74,0.00,
Average m/min.,21.79,0.00,28.61,0.00,28.67,0.00,0.00,0.00,0.00,7.60,3.50,0.00,22.87,35.09,0.00,
Distance,21799.62,26368.78,31510.09,0.01,25231.68,13817.66,26234.66,28808.38,11.07,21349.11,4796.03,12236.14,29005.72,36133.25,0.00,
Total Counts,54499.05,65921.96,78775.22,0.03,63079.21,34544.14,65586.66,72020.95,27.68,53372.76,11990.08,30590.34,72514.29,90333.13,0.00,


 00:10:34
Interval Count,33.74,0.00,75.45,0.00,75.08,0.00,0.00,0.00,0.00,12.16,10.61,0.00,74.08,92.74,0.00,
Average m/min.,13.50,0.00,30.18,0.00,30.02,0.00,0.00,0.00,0.00,4.86,4.24,0.00,29.64,37.11,0.00,
Distance,21813.12,26368.78,31540.27,0.01,25261.72,13817.66,26234.66,28808.38,11.07,21353.97,4800.27,12236.14,29035.35,36170.35,0.00,
Total Counts,54532.79,65921.96,78850.67,0.03,63154.29,34544.14,65586.66,72020.95,27.68,53384.92,12000.68,30590.34,72588.37,90425.87,0.00,


 00:11:35
Interval Count,65.43,0.61,52.32,0.00,68.75,0.00,31.86,0.00,0.00,0.00,7.79,0.00,68.89,92.16,0.00,
Average m/min.,26.16,0.25,20.91,0.00,27.50,0.00,12.76,0.00,0.00,0.00,3.12,0.00,27.55,36.84,0.00,
Distance,21839.29,26369.03,31561.19,0.01,25289.22,13817.66,26247.41,28808.38,11.07,21353.97,4803.39,12236.14,29062.91,36207.21,0.00,
Total Counts,54598.22,65922.57,78902.99,0.03,63223.04,34544.14,65618.51,72020.95,27.68,53384.92,12008.47,30590.34,72657.26,90518.03,0.00,


 00:12:35
Interval Count,70.64,2.05,0.00,0.00,69.43,0.00,48.50,0.00,0.00,0.00,7.76,0.00,70.47,74.68,0.00,
Average m/min.,28.26,0.82,0.00,0.00,27.78,0.00,19.39,0.00,0.00,0.00,3.10,0.00,28.17,29.87,0.00,
Distance,21867.55,26369.85,31561.19,0.01,25316.99,13817.66,26266.81,28808.38,11.07,21353.97,4806.49,12236.14,29091.09,36237.08,0.00,
Total Counts,54668.87,65924.62,78902.99,0.03,63292.47,34544.14,65667.01,72020.95,27.68,53384.92,12016.24,30590.34,72727.74,90592.71,0.00,


 00:13:35
Interval Count,69.07,0.00,0.00,0.00,56.11,0.00,62.66,0.00,0.00,0.00,9.13,0.00,15.41,88.82,0.00,
Average m/min.,27.60,0.00,0.00,0.00,22.41,0.00,25.04,0.00,0.00,0.00,3.66,0.00,6.17,35.51,0.00,
Distance,21895.17,26369.85,31561.19,0.01,25339.43,13817.66,26291.87,28808.38,11.07,21353.97,4810.15,12236.14,29097.26,36272.61,0.00,
Total Counts,54737.93,65924.62,78902.99,0.03,63348.58,34544.14,65729.67,72020.95,27.68,53384.92,12025.37,30590.34,72743.14,90681.53,0.00,


 00:14:35
Interval Count,61.43,0.00,0.00,0.00,71.59,0.00,31.78,0.00,0.00,18.72,4.97,17.17,0.00,91.66,0.00,
Average m/min.,24.59,0.00,0.00,0.00,28.67,0.00,12.72,0.00,0.00,7.49,1.99,6.87,0.00,36.67,0.00,
Distance,21919.75,26369.85,31561.19,0.01,25368.07,13817.66,26304.58,28808.38,11.07,21361.46,4812.14,12243.01,29097.26,36309.27,0.00,
Total Counts,54799.37,65924.62,78902.99,0.03,63420.17,34544.14,65761.45,72020.95,27.68,53403.64,12030.34,30607.51,72743.14,90773.18,0.00,


 00:15:35
Interval Count,65.62,0.00,0.00,0.00,61.51,0.00,28.24,38.28,0.00,42.03,7.50,43.99,0.00,55.71,0.00,
Average m/min.,26.23,0.00,0.00,0.00,24.57,0.00,11.27,15.29,0.00,16.80,3.00,17.58,0.00,22.28,0.00,
Distance,21945.99,26369.85,31561.19,0.01,25392.67,13817.66,26315.87,28823.69,11.07,21378.27,4815.14,12260.60,29097.26,36331.56,0.00,
Total Counts,54864.99,65924.62,78902.99,0.03,63481.68,34544.14,65789.68,72059.22,27.68,53445.67,12037.84,30651.50,72743.14,90828.89,0.00,


 00:16:35
Interval Count,69.55,0.00,0.00,0.00,73.36,0.00,64.46,58.33,0.00,4.08,3.82,47.78,0.00,87.79,0.00,
Average m/min.,27.81,0.00,0.00,0.00,29.34,0.00,25.80,23.34,0.00,1.63,1.52,19.10,0.00,35.08,0.00,
Distance,21973.82,26369.85,31561.19,0.01,25422.02,13817.66,26341.66,28847.02,11.07,21379.90,4816.66,12279.71,29097.26,36366.67,0.00,
Total Counts,54934.54,65924.62,78902.99,0.03,63555.04,34544.14,65854.14,72117.55,27.68,53449.75,12041.66,30699.28,72743.14,90916.68,0.00,


 00:17:35
Interval Count,66.68,0.00,0.00,0.00,54.53,0.00,30.86,70.39,0.00,33.30,9.34,3.92,0.00,84.12,0.00,
Average m/min.,26.68,0.00,0.00,0.00,21.83,0.00,12.35,28.17,0.00,13.32,3.74,1.57,0.00,33.68,0.00,
Distance,22000.49,26369.85,31561.19,0.01,25443.83,13817.66,26354.00,28875.18,11.07,21393.22,4820.40,12281.28,29097.26,36400.32,0.00,
Total Counts,55001.22,65924.62,78902.99,0.03,63609.57,34544.14,65885.00,72187.95,27.68,53483.05,12051.00,30703.20,72743.14,91000.80,0.00,


 00:18:35
Interval Count,45.03,0.00,0.00,0.00,0.00,0.00,25.28,50.86,0.00,41.25,0.32,0.00,0.00,85.55,0.00,
Average m/min.,18.00,0.00,0.00,0.00,0.00,0.00,10.09,20.31,0.00,16.49,0.13,0.00,0.00,34.20,0.00,
Distance,22018.50,26369.85,31561.19,0.01,25443.83,13817.66,26364.11,28895.52,11.07,21409.72,4820.53,12281.28,29097.26,36434.54,0.00,
Total Counts,55046.25,65924.62,78902.99,0.03,63609.57,34544.14,65910.28,72238.80,27.68,53524.30,12051.32,30703.20,72743.14,91086.36,0.00,


 00:19:35
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,66.64,57.51,0.00,6.84,4.50,0.00,0.00,77.80,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,26.69,23.04,0.00,2.74,1.80,0.00,0.00,31.12,0.00,
Distance,22018.50,26369.85,31561.19,0.01,25443.83,13817.66,26390.77,28918.53,11.07,21412.46,4822.33,12281.28,29097.26,36465.66,0.00,
Total Counts,55046.25,65924.62,78902.99,0.03,63609.57,34544.14,65976.92,72296.32,27.68,53531.14,12055.82,30703.20,72743.14,91164.16,0.00,


 00:20:35
Interval Count,0.00,0.61,43.22,0.00,0.00,0.00,38.34,66.76,0.00,0.16,2.63,0.00,0.00,7.16,0.00,
